file_path,author
/home/aiadmin/Desktop/datasets/bigText/Santayana__George/34654_CharacterandOpinion.txt,Santayana__George
/home/aiadmin/Desktop/datasets/bigText/Santayana__George/16712_SomeTurnsof.txt,Santayana__George
/home/aiadmin/Desktop/datasets/bigText/Santayana__George/15000_TheLifeof.txt,Santayana__George
/home/aiadmin/Desktop/datasets/bigText/Santayana__George/35612_ThreePhilosophicalPoets.txt,Santayana__George
/home/aiadmin/Desktop/datasets/bigText/Santayana__George/17771_WindsOfDoctrine.txt,Santayana__George
/home/aiadmin/Desktop/datasets/bigText/Santayana__George/48431_EgotisminGerman.txt,Santayana__George
/home/aiadmin/Desktop/datasets/bigText/Santayana__George/48563_InterpretationsofPoetry.txt,Santayana__George
/home/aiadmin/Desktop/datasets/bigText/Balfour__Francis_M___Francis_Maitland_/45018_Theworksof.txt,Balfour__Francis_M___Francis_Maitland_
/home/aiadmin/Desktop/datasets/bigText/Balfour__Francis_M___Francis_Maitland_/41357_Theworksof.txt,Balfour__Francis_M___Francis_Maitland_
/home/aiadmin/Desktop/datasets/bigText/Balfour__Francis_M___Francis_Maitland_/45019_Theworksof.txt,Balfour__Francis_M___Francis_Maitland_
/home/aiadmin/Desktop/datasets/bigText/Cleveland__Grover/56060_PresidentialProblems.txt,Cleveland__Grover
/home/aiadmin/Desktop/datasets/bigText/Cleveland__Grover/5029_Stateofthe.txt,Cleveland__Grover
/home/aiadmin/Desktop/datasets/bigText/Russell__H__L___Harry_Luman_/27778_OutlinesofDairy.txt,Russell__H__L___Harry_Luman_
/home/aiadmin/Desktop/datasets/bigText/Legler__John_M_/32817_ANewTortoise.txt,Legler__John_M_
/home/aiadmin/Desktop/datasets/bigText/Legler__John_M_/37566_NaturalHistoryof.txt,Legler__John_M_
/home/aiadmin/Desktop/datasets/bigText/Legler__John_M_/31574_ANewSubspecies.txt,Legler__John_M_
/home/aiadmin/Desktop/datasets/bigText/Grellmann__Heinrich_Moritz_Gottlieb/62745_Dissertationonthe.txt,Grellmann__Heinrich_Moritz_Gottlieb
/home/aiadmin/Desktop/datasets/bigText/Kirby__Georgiana_Bruce/55680_TransmissionorVariation.txt,Kirby__Georgiana_Bruce
/home/aiadmin/Desktop/datasets/bigText/Bateman__Frederick__Sir/39670_TheIdiotHis.txt,Bateman__Frederick__Sir
/home/aiadmin/Desktop/datasets/bigText/Webster__Marie_D___Marie_Daugherty_/24682_QuiltsTheirStory.txt,Webster__Marie_D___Marie_Daugherty_
/home/aiadmin/Desktop/datasets/bigText/Llull__Ramon__1232__1316/43365_TheBukeof.txt,Llull__Ramon__1232__1316
/home/aiadmin/Desktop/datasets/bigText/Repplier__Agnes/71362_Countercurrents.txt,Repplier__Agnes
/home/aiadmin/Desktop/datasets/bigText/Strunk__William/37134_TheElementsof.txt,Strunk__William
/home/aiadmin/Desktop/datasets/bigText/Demuth__Geo__S___George_S__/59502_ThePreparationof.txt,Demuth__Geo__S___George_S__
/home/aiadmin/Desktop/datasets/bigText/Demuth__Geo__S___George_S__/59630_CombHoney.txt,Demuth__Geo__S___George_S__
/home/aiadmin/Desktop/datasets/bigText/Neill__Alexander_Sutherland/25306_ADominiein.txt,Neill__Alexander_Sutherland
/home/aiadmin/Desktop/datasets/bigText/Berry__Arthur__1862_/59212_AShortHistory.txt,Berry__Arthur__1862_
/home/aiadmin/Desktop/datasets/bigText/Ricardo__David/36345_LettersofDavid.txt,Ricardo__David
/home/aiadmin/Desktop/datasets/bigText/Mannerheim__Carl_Gustaf_Emil/60129_AVisitto.txt,Mannerheim__Carl_Gustaf_Emil
/home/aiadmin/Desktop/datasets/bigText/Blunt__Katharine/14055_FoodGuidefor.txt,Blunt__Katharine
/home/aiadmin/Desktop/datasets/bigText/Tawney__R__H___Richard_Henry_/40336_TheAgrarianProblem.txt,Tawney__R__H___Richard_Henry_
/home/aiadmin/Desktop/datasets/bigText/Tawney__R__H___Richard_Henry_/33741_TheAcquisitiveSociety.txt,Tawney__R__H___Richard_Henry_
/home/aiadmin/Desktop/datasets/bigText/Tawney__R__H___Richard_Henry_/71223_Religionandthe.txt,Tawney__R__H___Richard_Henry_
/home/aiadmin/Desktop/datasets/bigText/Roberts__B__H___Brigham_Henry_/47316_NewWitnessesfor.txt,Roberts__B__H___Brigham_Henry_
/home/aiadmin/Desktop/datasets/bigText/Roberts__B__H___Brigham_Henry_/46202_ANewWitness.txt,Roberts__B__H___Brigham_Henry_
/home/aiadmin/Desktop/datasets/bigText/Roberts__B__H___Brigham_Henry_/60490_TheSeventysCourse.txt,Roberts__B__H___Brigham_Henry_
/home/aiadmin/Desktop/datasets/bigText/Kellogg__E__E___Ella_Ervilla_/12238_Scienceinthe.txt,Kellogg__E__E___Ella_Ervilla_
/home/aiadmin/Desktop/datasets/bigText/Geddes__Patrick__Sir/13205_CivicsasApplied.txt,Geddes__Patrick__Sir
/home/aiadmin/Desktop/datasets/bigText/Watson__Robert_A___Robert_Alexander_/40470_ExpositorsBibleThe.txt,Watson__Robert_A___Robert_Alexander_
/home/aiadmin/Desktop/datasets/bigText/Spencer__Anna_Garlin/20645_Thefamilyand.txt,Spencer__Anna_Garlin
/home/aiadmin/Desktop/datasets/bigText/Schiller__Friedrich/6799_PhilosophicalLettersof.txt,Schiller__Friedrich
/home/aiadmin/Desktop/datasets/bigText/Schiller__Friedrich/70669_Aestheticalandphilosophical.txt,Schiller__Friedrich
/home/aiadmin/Desktop/datasets/bigText/Finley__John_H___John_Huston_/45701_ChristianityandProblems.txt,Finley__John_H___John_Huston_
/home/aiadmin/Desktop/datasets/bigText/Dodds__James/13652_Expositionofthe.txt,Dodds__James
/home/aiadmin/Desktop/datasets/bigText/Cooke__Josiah_P___Jr___Josiah_Parsons_/37427_ScientificCultureand.txt,Cooke__Josiah_P___Jr___Josiah_Parsons_
/home/aiadmin/Desktop/datasets/bigText/Paris__John_Ayrton/45394_TheLifeof.txt,Paris__John_Ayrton
/home/aiadmin/Desktop/datasets/bigText/Paris__John_Ayrton/47499_PhilosophyinSport.txt,Paris__John_Ayrton
/home/aiadmin/Desktop/datasets/bigText/Paris__John_Ayrton/48116_AGuideto.txt,Paris__John_Ayrton
/home/aiadmin/Desktop/datasets/bigText/Smith__Laurence_Yard/40170_TheRomanceof.txt,Smith__Laurence_Yard
/home/aiadmin/Desktop/datasets/bigText/Holmes__William_Henry/30621_Ancientartof.txt,Holmes__William_Henry
/home/aiadmin/Desktop/datasets/bigText/Holmes__William_Henry/17730_AStudyof.txt,Holmes__William_Henry
/home/aiadmin/Desktop/datasets/bigText/Holmes__William_Henry/19953_OriginandDevelopment.txt,Holmes__William_Henry
/home/aiadmin/Desktop/datasets/bigText/Stockberger__W__W___Warner_Webster_/62715_DrugPlantsUnder.txt,Stockberger__W__W___Warner_Webster_
/home/aiadmin/Desktop/datasets/bigText/Worcester__Dean_C___Dean_Conant_/41918_ThePhilippinesPast.txt,Worcester__Dean_C___Dean_Conant_
/home/aiadmin/Desktop/datasets/bigText/Allen__M___Physician_/58152_Essayonthe.txt,Allen__M___Physician_
/home/aiadmin/Desktop/datasets/bigText/Fitz_Patrick__William_J___William_John_/51030_SecretServiceUnder.txt,Fitz_Patrick__William_J___William_John_
/home/aiadmin/Desktop/datasets/bigText/Marx__Karl/46423_AContributionto.txt,Marx__Karl
/home/aiadmin/Desktop/datasets/bigText/Jameson__Mrs___Anna_/39680_ACommonplaceBook.txt,Jameson__Mrs___Anna_
/home/aiadmin/Desktop/datasets/bigText/Laidlaw__George_Frederick__1871_/40287_TheTreatmentof.txt,Laidlaw__George_Frederick__1871_
/home/aiadmin/Desktop/datasets/bigText/Warner__Henry_James/54250_TheAlbigensianHeresy.txt,Warner__Henry_James
/home/aiadmin/Desktop/datasets/bigText/Lyman__Henry_M___Henry_Munson_/43415_InsomniaandOther.txt,Lyman__Henry_M___Henry_Munson_
/home/aiadmin/Desktop/datasets/bigText/Garnet__Henry_Highland/58943_ThePastand.txt,Garnet__Henry_Highland
/home/aiadmin/Desktop/datasets/bigText/Wood__J__G___John_George_/42964_BibleAnimals.txt,Wood__J__G___John_George_
/home/aiadmin/Desktop/datasets/bigText/Mahaffy__J__P___John_Pentland_/65638_ThePrinciplesof.txt,Mahaffy__J__P___John_Pentland_
/home/aiadmin/Desktop/datasets/bigText/Mahaffy__J__P___John_Pentland_/65058_OldGreekEducation.txt,Mahaffy__J__P___John_Pentland_
/home/aiadmin/Desktop/datasets/bigText/Tyrrell__Chas__A___Charles_Alfred_/3453_TheRoyalRoad.txt,Tyrrell__Chas__A___Charles_Alfred_
/home/aiadmin/Desktop/datasets/bigText/Monro__D__B___David_Binning_/40288_TheModesof.txt,Monro__D__B___David_Binning_
/home/aiadmin/Desktop/datasets/bigText/Richter__Gisela_M__A___Gisela_Marie_Augusta_/63091_TheCraftof.txt,Richter__Gisela_M__A___Gisela_Marie_Augusta_
/home/aiadmin/Desktop/datasets/bigText/Driesch__Hans/44388_TheScienceand.txt,Driesch__Hans
/home/aiadmin/Desktop/datasets/bigText/Cox__Edward_W___Edward_William_/64610_Amonographon.txt,Cox__Edward_W___Edward_William_
/home/aiadmin/Desktop/datasets/bigText/Smart__William/52959_WomensWages.txt,Smart__William
/home/aiadmin/Desktop/datasets/bigText/Chambless__Edgar/58964_Roadtown.txt,Chambless__Edgar
/home/aiadmin/Desktop/datasets/bigText/Bryant__Jacob/19584_ANewSystem.txt,Bryant__Jacob
/home/aiadmin/Desktop/datasets/bigText/Bryant__Jacob/19153_ANewSystem.txt,Bryant__Jacob
/home/aiadmin/Desktop/datasets/bigText/Boerker__Richard_H__D___Richard_Hans_Douai___1887_/42391_OurNationalForests.txt,Boerker__Richard_H__D___Richard_Hans_Douai___1887_
/home/aiadmin/Desktop/datasets/bigText/Romain__James_Harold/60005_GamblingorFortuna.txt,Romain__James_Harold
/home/aiadmin/Desktop/datasets/bigText/Wilkins__John/19103_Thediscoveryof.txt,Wilkins__John
/home/aiadmin/Desktop/datasets/bigText/Tutchin__John__1661__1707/38407_SelectedPoems16851700.txt,Tutchin__John__1661__1707
/home/aiadmin/Desktop/datasets/bigText/Dawidowsky__F___Ferdinand_/53363_GlueGelatineAnimal.txt,Dawidowsky__F___Ferdinand_
/home/aiadmin/Desktop/datasets/bigText/Coerne__Louis_Adolphe/49747_TheEvolutionof.txt,Coerne__Louis_Adolphe
/home/aiadmin/Desktop/datasets/bigText/Waln__Robert/58078_Observationsonthe.txt,Waln__Robert
/home/aiadmin/Desktop/datasets/bigText/Pratt__Philo/69367_Anapologyfor.txt,Pratt__Philo
/home/aiadmin/Desktop/datasets/bigText/Watson__Lillian_Eichler__1902_/35975_BookofEtiquette.txt,Watson__Lillian_Eichler__1902_
/home/aiadmin/Desktop/datasets/bigText/Lutz__R__R___Rufus_Rolla___1873_/16964_WageEarningand.txt,Lutz__R__R___Rufus_Rolla___1873_
/home/aiadmin/Desktop/datasets/bigText/Le_Roy__Edouard/1347_ANewPhilosophy.txt,Le_Roy__Edouard
/home/aiadmin/Desktop/datasets/bigText/Bax__Ernest_Belfort/20461_GermanCulturePast.txt,Bax__Ernest_Belfort
/home/aiadmin/Desktop/datasets/bigText/Bax__Ernest_Belfort/47868_GermanSocietyat.txt,Bax__Ernest_Belfort
/home/aiadmin/Desktop/datasets/bigText/Vaughan__Terry_A_/31220_ANewSubspecies.txt,Vaughan__Terry_A_
/home/aiadmin/Desktop/datasets/bigText/Vaughan__Terry_A_/34848_Mammalsofthe.txt,Vaughan__Terry_A_
/home/aiadmin/Desktop/datasets/bigText/Twain__Mark/62739_KingLeopoldsSoliloquy.txt,Twain__Mark
/home/aiadmin/Desktop/datasets/bigText/Agee__Alva/23682_CropsandMethods.txt,Agee__Alva
/home/aiadmin/Desktop/datasets/bigText/Harting__James_Edmund/59567_OurSummerMigrants.txt,Harting__James_Edmund
/home/aiadmin/Desktop/datasets/bigText/Elderkin__G__W___George_Wicker_/37197_ProblemsinPericlean.txt,Elderkin__G__W___George_Wicker_
/home/aiadmin/Desktop/datasets/bigText/Oppenheimer__Franz/51544_TheStateIts.txt,Oppenheimer__Franz
/home/aiadmin/Desktop/datasets/bigText/Wagner__Charles/23092_TheSimpleLife.txt,Wagner__Charles
/home/aiadmin/Desktop/datasets/bigText/White__Horace/38043_TheLifeof.txt,White__Horace
/home/aiadmin/Desktop/datasets/bigText/Stevenson__Robert_Louis/69825_Anapologyfor.txt,Stevenson__Robert_Louis
/home/aiadmin/Desktop/datasets/bigText/Stevenson__Robert_Louis/14535_AChristmasSermon.txt,Stevenson__Robert_Louis
/home/aiadmin/Desktop/datasets/bigText/Rolland__Romain/61575_MahatmaGandhiThe.txt,Rolland__Romain
/home/aiadmin/Desktop/datasets/bigText/New_Zealand__Court_of_Appeal/16130_Judgmentsofthe.txt,New_Zealand__Court_of_Appeal
/home/aiadmin/Desktop/datasets/bigText/Dalton__J__W___John_Wilfred_/70407_Thelifesavers.txt,Dalton__J__W___John_Wilfred_
/home/aiadmin/Desktop/datasets/bigText/Oppenheim__L___Lassa_/33302_TheFutureof.txt,Oppenheim__L___Lassa_
/home/aiadmin/Desktop/datasets/bigText/Oppenheim__L___Lassa_/22143_ThePanamaCanal.txt,Oppenheim__L___Lassa_
/home/aiadmin/Desktop/datasets/bigText/Oppenheim__L___Lassa_/41046_InternationalLawA.txt,Oppenheim__L___Lassa_
/home/aiadmin/Desktop/datasets/bigText/Oppenheim__L___Lassa_/26023_TheLeagueof.txt,Oppenheim__L___Lassa_
/home/aiadmin/Desktop/datasets/bigText/Fox__Richard_C_/30321_TheAdductorMuscles.txt,Fox__Richard_C_
/home/aiadmin/Desktop/datasets/bigText/Okakura__Kakuzo/769_TheBookof.txt,Okakura__Kakuzo
/home/aiadmin/Desktop/datasets/bigText/Smith__A__Freeman/58736_EnglishChurchArchitecture.txt,Smith__A__Freeman
/home/aiadmin/Desktop/datasets/bigText/Taylor__Norman/49211_BotanyTheScience.txt,Taylor__Norman
/home/aiadmin/Desktop/datasets/bigText/Allen__William_H___WIlliam_Harvey_/21353_CivicsandHealth.txt,Allen__William_H___WIlliam_Harvey_
/home/aiadmin/Desktop/datasets/bigText/Gannett__Henry/63468_Occupationsofthe.txt,Gannett__Henry
/home/aiadmin/Desktop/datasets/bigText/Coe__H__S_/62998_SweetCloverSeed.txt,Coe__H__S_
/home/aiadmin/Desktop/datasets/bigText/Coe__H__S_/49302_SweetCloverGrowing.txt,Coe__H__S_
/home/aiadmin/Desktop/datasets/bigText/Coe__H__S_/62921_SweetCloverHarvesting.txt,Coe__H__S_
/home/aiadmin/Desktop/datasets/bigText/Putnam__G__R___George_Rockwell___1865_/44175_NauticalCharts.txt,Putnam__G__R___George_Rockwell___1865_
/home/aiadmin/Desktop/datasets/bigText/Bruère__Robert_W___Robert_Walter_/36432_TheComingof.txt,Bruère__Robert_W___Robert_Walter_
/home/aiadmin/Desktop/datasets/bigText/Rathenau__Walther/20936_TheNewSociety.txt,Rathenau__Walther
/home/aiadmin/Desktop/datasets/bigText/Shelton__F__H_/54075_WindmillsPicturesqueand.txt,Shelton__F__H_
/home/aiadmin/Desktop/datasets/bigText/Libby__Frederick_J___Frederick_Joseph_/67294_WhatPricePeace.txt,Libby__Frederick_J___Frederick_Joseph_
/home/aiadmin/Desktop/datasets/bigText/Tutton__A__E__H___Alfred_Edwin_Howard_/68530_Crystals.txt,Tutton__A__E__H___Alfred_Edwin_Howard_
/home/aiadmin/Desktop/datasets/bigText/Metchnikoff__Elie/51521_TheProlongationof.txt,Metchnikoff__Elie
/home/aiadmin/Desktop/datasets/bigText/Lowden__Frank_O___Frank_Orren_/67395_LincolntheAmerican.txt,Lowden__Frank_O___Frank_Orren_
/home/aiadmin/Desktop/datasets/bigText/Pepper__Charles_M___Charles_Melville_/38264_Guatemalathecountry.txt,Pepper__Charles_M___Charles_Melville_
/home/aiadmin/Desktop/datasets/bigText/Bates__Joseph/27266_TheSeventhDay.txt,Bates__Joseph
/home/aiadmin/Desktop/datasets/bigText/Huntington__George_S___George_Sumner_/43350_TheAnatomyof.txt,Huntington__George_S___George_Sumner_
/home/aiadmin/Desktop/datasets/bigText/Grisar__Hartmann/54811_Luthervol6.txt,Grisar__Hartmann
/home/aiadmin/Desktop/datasets/bigText/Painter__William_A_/49275_MetalSpinning.txt,Painter__William_A_
/home/aiadmin/Desktop/datasets/bigText/Garrison__William_Lloyd/24194_NoCompromisewith.txt,Garrison__William_Lloyd
/home/aiadmin/Desktop/datasets/bigText/Cheyne__T__K___Thomas_Kelly_/7995_TheReconciliationof.txt,Cheyne__T__K___Thomas_Kelly_
/home/aiadmin/Desktop/datasets/bigText/Kellner__K__A__Heinrich__Karl_Adam_Heinrich_/70963_Heortology.txt,Kellner__K__A__Heinrich__Karl_Adam_Heinrich_
/home/aiadmin/Desktop/datasets/bigText/Rothman__David_H_/55002_NetWorldWhatPeople.txt,Rothman__David_H_
/home/aiadmin/Desktop/datasets/bigText/Matthews__W__H_/46238_MazesandLabyrinths.txt,Matthews__W__H_
/home/aiadmin/Desktop/datasets/bigText/Shaylor__Joseph/61453_SixtyYearsa.txt,Shaylor__Joseph
/home/aiadmin/Desktop/datasets/bigText/Capron__J__Rand/56159_AurorTheirCharacters.txt,Capron__J__Rand
/home/aiadmin/Desktop/datasets/bigText/Shillito__Elizabeth_Helen/69599_DorotheaBealePrincipal.txt,Shillito__Elizabeth_Helen
/home/aiadmin/Desktop/datasets/bigText/Taylor__A__E___Alfred_Edward_/71885_Elementsofmetaphysics.txt,Taylor__A__E___Alfred_Edward_
/home/aiadmin/Desktop/datasets/bigText/Scottron__Samuel_Raymond/65455_ChinesevsNegroes.txt,Scottron__Samuel_Raymond
/home/aiadmin/Desktop/datasets/bigText/Cheyney__Edward_Potts/4089_TheAmericanNation.txt,Cheyney__Edward_Potts
/home/aiadmin/Desktop/datasets/bigText/Cheyney__Edward_Potts/21660_AnIntroductionto.txt,Cheyney__Edward_Potts
/home/aiadmin/Desktop/datasets/bigText/Dibblee__George_Binney/56551_TheNewspaper.txt,Dibblee__George_Binney
/home/aiadmin/Desktop/datasets/bigText/Eberlein__Harold_Donaldson/59120_TheArchitectureof.txt,Eberlein__Harold_Donaldson
/home/aiadmin/Desktop/datasets/bigText/Vernon__Robert_O___Robert_Orion___1912_/46171_FloridaCavernsState.txt,Vernon__Robert_O___Robert_Orion___1912_
/home/aiadmin/Desktop/datasets/bigText/Geikie__James/35317_Geology.txt,Geikie__James
/home/aiadmin/Desktop/datasets/bigText/Geikie__James/47119_FragmentsofEarth.txt,Geikie__James
/home/aiadmin/Desktop/datasets/bigText/Thompson__Max_C_/33044_BirdsfromNorth.txt,Thompson__Max_C_
/home/aiadmin/Desktop/datasets/bigText/Allen__Ethan/37694_ReasontheOnly.txt,Allen__Ethan
/home/aiadmin/Desktop/datasets/bigText/Van_Rensselaer__John_King__Mrs_/42950_PropheticalEducationaland.txt,Van_Rensselaer__John_King__Mrs_
/home/aiadmin/Desktop/datasets/bigText/Clutton_Brock__A___Arthur_/16178_EssaysonArt.txt,Clutton_Brock__A___Arthur_
/home/aiadmin/Desktop/datasets/bigText/Child__Lydia_Maria/13989_TheDutyof.txt,Child__Lydia_Maria
/home/aiadmin/Desktop/datasets/bigText/Arner__George_B__Louis__George_Byron_Louis_/12955_ConsanguineousMarriagesin.txt,Arner__George_B__Louis__George_Byron_Louis_
/home/aiadmin/Desktop/datasets/bigText/Zwemer__Amy_E_/15658_TopsyTurvyLandArabia.txt,Zwemer__Amy_E_
/home/aiadmin/Desktop/datasets/bigText/Bill__Ledyard/11922_MinnesotaItsCharacter.txt,Bill__Ledyard
/home/aiadmin/Desktop/datasets/bigText/Sellars__Roy_Wood/31920_TheNextStep.txt,Sellars__Roy_Wood
/home/aiadmin/Desktop/datasets/bigText/Gerard__John/33859_TheOldRiddle.txt,Gerard__John
/home/aiadmin/Desktop/datasets/bigText/Gorham__Charles_T___Charles_Turner_/69851_ThemedievalInquisition.txt,Gorham__Charles_T___Charles_Turner_
/home/aiadmin/Desktop/datasets/bigText/Traubel__Horace/63281_TheGlebe191404.txt,Traubel__Horace
/home/aiadmin/Desktop/datasets/bigText/Babcock__William_Henry/65103_LegendaryIslandsof.txt,Babcock__William_Henry
/home/aiadmin/Desktop/datasets/bigText/Belding__David_Lawrence/48195_AReportupon.txt,Belding__David_Lawrence
/home/aiadmin/Desktop/datasets/bigText/Washington__George/5010_Stateofthe.txt,Washington__George
/home/aiadmin/Desktop/datasets/bigText/Singer__Charles/63591_GreekBiology.txt,Singer__Charles
/home/aiadmin/Desktop/datasets/bigText/Fergusson__James/53578_TheMausoleumat.txt,Fergusson__James
/home/aiadmin/Desktop/datasets/bigText/Fergusson__James/55870_AHistoryof.txt,Fergusson__James
/home/aiadmin/Desktop/datasets/bigText/Fergusson__James/55872_AHistoryof.txt,Fergusson__James
/home/aiadmin/Desktop/datasets/bigText/Fergusson__James/61178_HistoryofIndian.txt,Fergusson__James
/home/aiadmin/Desktop/datasets/bigText/Fergusson__James/54620_RudeStoneMonuments.txt,Fergusson__James
/home/aiadmin/Desktop/datasets/bigText/Bryant__Walter_W___Walter_William_/12406_Kepler.txt,Bryant__Walter_W___Walter_William_
/home/aiadmin/Desktop/datasets/bigText/Graves__Armgaard_Karl/6948_TheSecretsof.txt,Graves__Armgaard_Karl
/home/aiadmin/Desktop/datasets/bigText/Birch__Samuel/48155_HistoryofAncient.txt,Birch__Samuel
/home/aiadmin/Desktop/datasets/bigText/Birch__Samuel/48154_HistoryofAncient.txt,Birch__Samuel
/home/aiadmin/Desktop/datasets/bigText/Benton__Elbert_Jay/9897_IntroductoryAmericanHistory.txt,Benton__Elbert_Jay
/home/aiadmin/Desktop/datasets/bigText/Arnold__Sarah_Louise/58461_ReadingHowto.txt,Arnold__Sarah_Louise
/home/aiadmin/Desktop/datasets/bigText/Appel__Toby_A___1945_/33102_BloodlettingInstrumentsin.txt,Appel__Toby_A___1945_
/home/aiadmin/Desktop/datasets/bigText/Munro__William_Bennett/12523_CrusadersofNew.txt,Munro__William_Bennett
/home/aiadmin/Desktop/datasets/bigText/White__Caroline_A_/64394_SweetHampsteadand.txt,White__Caroline_A_
/home/aiadmin/Desktop/datasets/bigText/Williamson__Thames/6460_ProblemsinAmerican.txt,Williamson__Thames
/home/aiadmin/Desktop/datasets/bigText/O_Toole__George_Barry/68574_Thecaseagainst.txt,O_Toole__George_Barry
/home/aiadmin/Desktop/datasets/bigText/Bulkley__Lucius_Duncan/59550_CancerItsCause.txt,Bulkley__Lucius_Duncan
/home/aiadmin/Desktop/datasets/bigText/Head__James_William__1883_/17485_HistoryandComprehensive.txt,Head__James_William__1883_
/home/aiadmin/Desktop/datasets/bigText/Saint_Simon__Louis_de_Rouvroy__duc_de/3872_MemoirsofLouis.txt,Saint_Simon__Louis_de_Rouvroy__duc_de
/home/aiadmin/Desktop/datasets/bigText/Streight__Abel_D_/38554_TheCrisisof.txt,Streight__Abel_D_
/home/aiadmin/Desktop/datasets/bigText/Forbes_Lindsay__C__H___1860_/59985_CubaandHer.txt,Forbes_Lindsay__C__H___1860_
/home/aiadmin/Desktop/datasets/bigText/Trotter__W___Wilfred_/53453_Instinctsofthe.txt,Trotter__W___Wilfred_
/home/aiadmin/Desktop/datasets/bigText/Wharton__Marian/40550_PlainEnglish.txt,Wharton__Marian
/home/aiadmin/Desktop/datasets/bigText/May__James_Vance/54611_Mentaldiseasesa.txt,May__James_Vance
/home/aiadmin/Desktop/datasets/bigText/Gairdner__William/68406_Essayonthe.txt,Gairdner__William
/home/aiadmin/Desktop/datasets/bigText/Michelet__Jules/42845_TheSeaLa.txt,Michelet__Jules
/home/aiadmin/Desktop/datasets/bigText/Arthur__Richard/66377_TheNeededChange.txt,Arthur__Richard
