custom_id,author,cleaned_text
Colyer__Frank-52720_Extractionofthe.txt-4,Colyer Frank,
Blake__Francis_G___Francis_Gilman_-62429_EpidemicRespiratoryDisease.txt-18,Blake Francis G  Francis Gilman ,
Blake__Francis_G___Francis_Gilman_-62429_EpidemicRespiratoryDisease.txt-13,Blake Francis G  Francis Gilman ,
Buffon__Georges_Louis_Leclerc__comte_de-45639_BuffonsNaturalHistory.txt-14,Buffon Georges Louis Leclerc comte de,
Buffon__Georges_Louis_Leclerc__comte_de-45868_BuffonsNaturalHistory.txt-13,Buffon Georges Louis Leclerc comte de,
Buffon__Georges_Louis_Leclerc__comte_de-45639_BuffonsNaturalHistory.txt-12,Buffon Georges Louis Leclerc comte de,
Buffon__Georges_Louis_Leclerc__comte_de-45868_BuffonsNaturalHistory.txt-10,Buffon Georges Louis Leclerc comte de,
Byron__George_Gordon_Byron__Baron-25340_TheWorksof.txt-18,Byron George Gordon Byron Baron,
Byron__George_Gordon_Byron__Baron-25340_TheWorksof.txt-11,Byron George Gordon Byron Baron,
Mill__John_Stuart-58583_Indexofthe.txt-5,Mill John Stuart,
Mill__John_Stuart-26495_ASystemof.txt-16,Mill John Stuart,
Mill__John_Stuart-34901_OnLiberty.txt-6,Mill John Stuart,
Mill__John_Stuart-11224_Utilitarianism.txt-17,Mill John Stuart,
Mill__John_Stuart-16833_AugusteComteand.txt-0,Mill John Stuart,
Fries__Adelaide_L___Adelaide_Lisetta_-570_TheMoraviansin.txt-15,Fries Adelaide L  Adelaide Lisetta ,
Fries__Adelaide_L___Adelaide_Lisetta_-570_TheMoraviansin.txt-19,Fries Adelaide L  Adelaide Lisetta ,
Fries__Adelaide_L___Adelaide_Lisetta_-570_TheMoraviansin.txt-11,Fries Adelaide L  Adelaide Lisetta ,
Fries__Adelaide_L___Adelaide_Lisetta_-570_TheMoraviansin.txt-3,Fries Adelaide L  Adelaide Lisetta ,
Fries__Adelaide_L___Adelaide_Lisetta_-570_TheMoraviansin.txt-6,Fries Adelaide L  Adelaide Lisetta ,
Elliot__G__F__Scott__George_Francis_Scott_-45930_TheRomanceof.txt-17,Elliot G F Scott George Francis Scott ,
Elliot__G__F__Scott__George_Francis_Scott_-45930_TheRomanceof.txt-6,Elliot G F Scott George Francis Scott ,
Elliot__G__F__Scott__George_Francis_Scott_-45930_TheRomanceof.txt-15,Elliot G F Scott George Francis Scott ,
Elliot__G__F__Scott__George_Francis_Scott_-45930_TheRomanceof.txt-4,Elliot G F Scott George Francis Scott ,
Elliot__G__F__Scott__George_Francis_Scott_-45930_TheRomanceof.txt-18,Elliot G F Scott George Francis Scott ,
Plummer__Alfred-47337_TheExpositorsBible.txt-15,Plummer Alfred,
Plummer__Alfred-39628_TheExpositorsBible.txt-9,Plummer Alfred,
Plummer__Alfred-39628_TheExpositorsBible.txt-5,Plummer Alfred,
Plummer__Alfred-47337_TheExpositorsBible.txt-8,Plummer Alfred,
Plummer__Alfred-39628_TheExpositorsBible.txt-10,Plummer Alfred,
Gee__George_E___George_Edward_-47816_TheSilversmithsHandbook.txt-14,Gee George E  George Edward ,
Gee__George_E___George_Edward_-47816_TheSilversmithsHandbook.txt-9,Gee George E  George Edward ,
Gee__George_E___George_Edward_-47816_TheSilversmithsHandbook.txt-16,Gee George E  George Edward ,
Gee__George_E___George_Edward_-47816_TheSilversmithsHandbook.txt-1,Gee George E  George Edward ,
Gee__George_E___George_Edward_-47816_TheSilversmithsHandbook.txt-17,Gee George E  George Edward ,
Macaulay__Thomas_Babington_Macaulay__Baron-55906_CriticalHistoricaland.txt-9,Macaulay Thomas Babington Macaulay Baron,
Macaulay__Thomas_Babington_Macaulay__Baron-55906_CriticalHistoricaland.txt-12,Macaulay Thomas Babington Macaulay Baron,
Macaulay__Thomas_Babington_Macaulay__Baron-55906_CriticalHistoricaland.txt-2,Macaulay Thomas Babington Macaulay Baron,
Macaulay__Thomas_Babington_Macaulay__Baron-55902_CriticalHistoricaland.txt-18,Macaulay Thomas Babington Macaulay Baron,
Phelan__Earl_W_-49377_RadioisotopesinMedicine.txt-5,Phelan Earl W ,
Phelan__Earl_W_-49377_RadioisotopesinMedicine.txt-11,Phelan Earl W ,
Phelan__Earl_W_-49377_RadioisotopesinMedicine.txt-6,Phelan Earl W ,
Phelan__Earl_W_-49377_RadioisotopesinMedicine.txt-4,Phelan Earl W ,
Phelan__Earl_W_-49377_RadioisotopesinMedicine.txt-2,Phelan Earl W ,
Warner__Henry_James-54250_TheAlbigensianHeresy.txt-8,Warner Henry James,
Warner__Henry_James-54250_TheAlbigensianHeresy.txt-4,Warner Henry James,
Warner__Henry_James-54250_TheAlbigensianHeresy.txt-9,Warner Henry James,
Warner__Henry_James-54250_TheAlbigensianHeresy.txt-13,Warner Henry James,
Warner__Henry_James-54250_TheAlbigensianHeresy.txt-5,Warner Henry James,
Ryan__John_A___John_Augustine_-42759_DistributiveJusticeThe.txt-16,Ryan John A  John Augustine ,
Ryan__John_A___John_Augustine_-42759_DistributiveJusticeThe.txt-0,Ryan John A  John Augustine ,
Ryan__John_A___John_Augustine_-42759_DistributiveJusticeThe.txt-9,Ryan John A  John Augustine ,
Ryan__John_A___John_Augustine_-42759_DistributiveJusticeThe.txt-8,Ryan John A  John Augustine ,
Ryan__John_A___John_Augustine_-42759_DistributiveJusticeThe.txt-3,Ryan John A  John Augustine ,
Smith__J__Allen__James_Allen_-28067_TheSpiritof.txt-13,Smith J Allen James Allen ,
Smith__J__Allen__James_Allen_-28067_TheSpiritof.txt-9,Smith J Allen James Allen ,
Smith__J__Allen__James_Allen_-28067_TheSpiritof.txt-18,Smith J Allen James Allen ,
Smith__J__Allen__James_Allen_-28067_TheSpiritof.txt-1,Smith J Allen James Allen ,
Smith__J__Allen__James_Allen_-28067_TheSpiritof.txt-3,Smith J Allen James Allen ,
Black__Joseph-24591_Experimentsuponmagnesia.txt-4,Black Joseph,
Black__Joseph-24591_Experimentsuponmagnesia.txt-8,Black Joseph,
Black__Joseph-24591_Experimentsuponmagnesia.txt-5,Black Joseph,
Black__Joseph-24591_Experimentsuponmagnesia.txt-2,Black Joseph,
Black__Joseph-24591_Experimentsuponmagnesia.txt-11,Black Joseph,
Gill__Harold_B_-58318_TheBlacksmithin.txt-2,Gill Harold B ,
Gill__Harold_B_-58318_TheBlacksmithin.txt-5,Gill Harold B ,
Gill__Harold_B_-58318_TheBlacksmithin.txt-1,Gill Harold B ,
Gill__Harold_B_-58318_TheBlacksmithin.txt-0,Gill Harold B ,
Gill__Harold_B_-58318_TheBlacksmithin.txt-3,Gill Harold B ,
Deam__Charles_Clemon-41702_TreesofIndiana.txt-11,Deam Charles Clemon,
Deam__Charles_Clemon-41702_TreesofIndiana.txt-2,Deam Charles Clemon,
Deam__Charles_Clemon-41702_TreesofIndiana.txt-9,Deam Charles Clemon,
Deam__Charles_Clemon-41702_TreesofIndiana.txt-7,Deam Charles Clemon,
Newman__John_Henry-24526_TheIdeaof.txt-3,Newman John Henry,
Newman__John_Henry-24526_TheIdeaof.txt-8,Newman John Henry,
Newman__John_Henry-35110_AnEssayon.txt-19,Newman John Henry,
Newman__John_Henry-24526_TheIdeaof.txt-18,Newman John Henry,
Newman__John_Henry-35110_AnEssayon.txt-7,Newman John Henry,
Izumi_Shikibu__974__-47151_DiariesofCourt.txt-16,Izumi Shikibu 974 ,
Izumi_Shikibu__974__-47151_DiariesofCourt.txt-14,Izumi Shikibu 974 ,
Izumi_Shikibu__974__-47151_DiariesofCourt.txt-9,Izumi Shikibu 974 ,
Izumi_Shikibu__974__-47151_DiariesofCourt.txt-5,Izumi Shikibu 974 ,
Prelini__Charles-60043_TunnelingAPractical.txt-10,Prelini Charles,
Prelini__Charles-60043_TunnelingAPractical.txt-11,Prelini Charles,
Prelini__Charles-60043_TunnelingAPractical.txt-7,Prelini Charles,
Prelini__Charles-60043_TunnelingAPractical.txt-4,Prelini Charles,
Wilkinson__William___1836-68612_Anaccountof.txt-5,Wilkinson William  1836,
Wilkinson__William___1836-68612_Anaccountof.txt-1,Wilkinson William  1836,
Wilkinson__William___1836-68612_Anaccountof.txt-3,Wilkinson William  1836,
Wilkinson__William___1836-68612_Anaccountof.txt-10,Wilkinson William  1836,
Wilkinson__William___1836-68612_Anaccountof.txt-2,Wilkinson William  1836,
Vahram-60171_Vahramschronicleof.txt-14,Vahram,
Vahram-60171_Vahramschronicleof.txt-13,Vahram,
Vahram-60171_Vahramschronicleof.txt-8,Vahram,
Vahram-60171_Vahramschronicleof.txt-0,Vahram,
Vahram-60171_Vahramschronicleof.txt-15,Vahram,
Lodge__Henry_Cabot-12653_GeorgeWashingtonVolume.txt-17,Lodge Henry Cabot,
Lodge__Henry_Cabot-12653_GeorgeWashingtonVolume.txt-14,Lodge Henry Cabot,
Lodge__Henry_Cabot-12653_GeorgeWashingtonVolume.txt-11,Lodge Henry Cabot,
Lodge__Henry_Cabot-12653_GeorgeWashingtonVolume.txt-0,Lodge Henry Cabot,
Lodge__Henry_Cabot-12653_GeorgeWashingtonVolume.txt-12,Lodge Henry Cabot,
Hinton__Charles_Howard-67153_TheFourthDimension.txt-18,Hinton Charles Howard,
Hinton__Charles_Howard-67153_TheFourthDimension.txt-7,Hinton Charles Howard,
Hinton__Charles_Howard-67153_TheFourthDimension.txt-8,Hinton Charles Howard,
Hinton__Charles_Howard-67153_TheFourthDimension.txt-0,Hinton Charles Howard,
Botsford__George_Willis-51110_TheMentorJulius.txt-7,Botsford George Willis,
Botsford__George_Willis-51110_TheMentorJulius.txt-1,Botsford George Willis,
Botsford__George_Willis-68419_TheRomanassemblies.txt-5,Botsford George Willis,
Longe__Francis_Davy-53858_Lowestoftinolden.txt-19,Longe Francis Davy,
Longe__Francis_Davy-53858_Lowestoftinolden.txt-17,Longe Francis Davy,
Longe__Francis_Davy-53858_Lowestoftinolden.txt-6,Longe Francis Davy,
Longe__Francis_Davy-53858_Lowestoftinolden.txt-5,Longe Francis Davy,
Longe__Francis_Davy-53858_Lowestoftinolden.txt-13,Longe Francis Davy,
Green__John_Richard-24254_Historyofthe.txt-6,Green John Richard,
Green__John_Richard-17037_Historyofthe.txt-16,Green John Richard,
Green__John_Richard-20812_Historyofthe.txt-6,Green John Richard,
Green__John_Richard-17037_Historyofthe.txt-14,Green John Richard,
Green__John_Richard-17037_Historyofthe.txt-18,Green John Richard,
Walker__Theodore_J_-58695_WhalePrimerwith.txt-13,Walker Theodore J ,
Walker__Theodore_J_-58695_WhalePrimerwith.txt-15,Walker Theodore J ,
Walker__Theodore_J_-58695_WhalePrimerwith.txt-10,Walker Theodore J ,
Walker__Theodore_J_-58695_WhalePrimerwith.txt-11,Walker Theodore J ,
Walker__Theodore_J_-58695_WhalePrimerwith.txt-8,Walker Theodore J ,
Home__Gordon-12857_Cambridge.txt-1,Home Gordon,
Home__Gordon-12857_Cambridge.txt-6,Home Gordon,
Home__Gordon-12857_Cambridge.txt-5,Home Gordon,
Home__Gordon-12857_Cambridge.txt-8,Home Gordon,
Home__Gordon-12857_Cambridge.txt-10,Home Gordon,
Sidgwick__Henry-46743_TheMethodsof.txt-12,Sidgwick Henry,
Sidgwick__Henry-46743_TheMethodsof.txt-4,Sidgwick Henry,
Sidgwick__Henry-46743_TheMethodsof.txt-3,Sidgwick Henry,
Sidgwick__Henry-46743_TheMethodsof.txt-17,Sidgwick Henry,
Sidgwick__Henry-46743_TheMethodsof.txt-2,Sidgwick Henry,
Lincoln__Abraham-2659_ThePapersand.txt-17,Lincoln Abraham,
Lincoln__Abraham-2659_ThePapersand.txt-16,Lincoln Abraham,
Lincoln__Abraham-2659_ThePapersand.txt-18,Lincoln Abraham,
Lincoln__Abraham-2659_ThePapersand.txt-5,Lincoln Abraham,
Lincoln__Abraham-2659_ThePapersand.txt-4,Lincoln Abraham,
Massé__H__J__L__J___Henri_Jean_Louis_Joseph___1860_-25682_BellsCathedralsThe.txt-19,Massé H J L J  Henri Jean Louis Joseph  1860 ,
Massé__H__J__L__J___Henri_Jean_Louis_Joseph___1860_-25682_BellsCathedralsThe.txt-6,Massé H J L J  Henri Jean Louis Joseph  1860 ,
Massé__H__J__L__J___Henri_Jean_Louis_Joseph___1860_-25682_BellsCathedralsThe.txt-7,Massé H J L J  Henri Jean Louis Joseph  1860 ,
Massé__H__J__L__J___Henri_Jean_Louis_Joseph___1860_-25682_BellsCathedralsThe.txt-5,Massé H J L J  Henri Jean Louis Joseph  1860 ,
Massé__H__J__L__J___Henri_Jean_Louis_Joseph___1860_-25682_BellsCathedralsThe.txt-0,Massé H J L J  Henri Jean Louis Joseph  1860 ,
Russell__Thomas_Herbert-10147_AmericasWarfor.txt-19,Russell Thomas Herbert,
Russell__Thomas_Herbert-10147_AmericasWarfor.txt-5,Russell Thomas Herbert,
Russell__Thomas_Herbert-10147_AmericasWarfor.txt-7,Russell Thomas Herbert,
Russell__Thomas_Herbert-10147_AmericasWarfor.txt-12,Russell Thomas Herbert,
Disney__G__W___George_William_-62124_SanitationofMofussil.txt-9,Disney G W  George William ,
Disney__G__W___George_William_-62124_SanitationofMofussil.txt-0,Disney G W  George William ,
Disney__G__W___George_William_-62124_SanitationofMofussil.txt-13,Disney G W  George William ,
Lieber__Francis-53699_ACodefor.txt-1,Lieber Francis,
Lieber__Francis-53699_ACodefor.txt-2,Lieber Francis,
Lieber__Francis-53699_ACodefor.txt-6,Lieber Francis,
Lieber__Francis-53699_ACodefor.txt-5,Lieber Francis,
Lieber__Francis-53699_ACodefor.txt-3,Lieber Francis,
Shelton__Louise__1867_-34893_BeautifulGardensin.txt-19,Shelton Louise 1867 ,
Shelton__Louise__1867_-34893_BeautifulGardensin.txt-6,Shelton Louise 1867 ,
Shelton__Louise__1867_-34893_BeautifulGardensin.txt-5,Shelton Louise 1867 ,
Shelton__Louise__1867_-34893_BeautifulGardensin.txt-8,Shelton Louise 1867 ,
Shelton__Louise__1867_-34893_BeautifulGardensin.txt-15,Shelton Louise 1867 ,
Stevenson__Robert_Louis-69825_Anapologyfor.txt-10,Stevenson Robert Louis,
Stevenson__Robert_Louis-69825_Anapologyfor.txt-4,Stevenson Robert Louis,
Stevenson__Robert_Louis-69825_Anapologyfor.txt-8,Stevenson Robert Louis,
Stevenson__Robert_Louis-69825_Anapologyfor.txt-9,Stevenson Robert Louis,
Stevenson__Robert_Louis-69825_Anapologyfor.txt-6,Stevenson Robert Louis,
Holwell__J__Z___John_Zephaniah_-52722_Anaccountof.txt-1,Holwell J Z  John Zephaniah ,
Holwell__J__Z___John_Zephaniah_-52722_Anaccountof.txt-4,Holwell J Z  John Zephaniah ,
Holwell__J__Z___John_Zephaniah_-52722_Anaccountof.txt-2,Holwell J Z  John Zephaniah ,
Holwell__J__Z___John_Zephaniah_-52722_Anaccountof.txt-3,Holwell J Z  John Zephaniah ,
Holwell__J__Z___John_Zephaniah_-52722_Anaccountof.txt-0,Holwell J Z  John Zephaniah ,
Warren__George_M___George_Milton_-63131_Sewageandsewerage.txt-15,Warren George M  George Milton ,
Warren__George_M___George_Milton_-63131_Sewageandsewerage.txt-0,Warren George M  George Milton ,
Warren__George_M___George_Milton_-63131_Sewageandsewerage.txt-14,Warren George M  George Milton ,
Warren__George_M___George_Milton_-63131_Sewageandsewerage.txt-10,Warren George M  George Milton ,
Warren__George_M___George_Milton_-63131_Sewageandsewerage.txt-6,Warren George M  George Milton ,
Plunkett__Horace_Curzon__Sir-14342_IrelandInThe.txt-9,Plunkett Horace Curzon Sir,
Plunkett__Horace_Curzon__Sir-14342_IrelandInThe.txt-18,Plunkett Horace Curzon Sir,
Plunkett__Horace_Curzon__Sir-14342_IrelandInThe.txt-16,Plunkett Horace Curzon Sir,
Plunkett__Horace_Curzon__Sir-14342_IrelandInThe.txt-13,Plunkett Horace Curzon Sir,
Plunkett__Horace_Curzon__Sir-14342_IrelandInThe.txt-0,Plunkett Horace Curzon Sir,
Barton__Clara-44202_TheRedCross.txt-16,Barton Clara,
Barton__Clara-44202_TheRedCross.txt-0,Barton Clara,
Barton__Clara-44202_TheRedCross.txt-18,Barton Clara,
Barton__Clara-44202_TheRedCross.txt-14,Barton Clara,
Barton__Clara-44202_TheRedCross.txt-6,Barton Clara,
Tylor__Edward_B___Edward_Burnett_-70458_Primitiveculturevol.txt-4,Tylor Edward B  Edward Burnett ,
Tylor__Edward_B___Edward_Burnett_-70458_Primitiveculturevol.txt-7,Tylor Edward B  Edward Burnett ,
Tylor__Edward_B___Edward_Burnett_-70458_Primitiveculturevol.txt-15,Tylor Edward B  Edward Burnett ,
Tylor__Edward_B___Edward_Burnett_-70458_Primitiveculturevol.txt-2,Tylor Edward B  Edward Burnett ,
Tylor__Edward_B___Edward_Burnett_-70458_Primitiveculturevol.txt-8,Tylor Edward B  Edward Burnett ,
Westermarck__Edward-59386_TheHistoryof.txt-0,Westermarck Edward,
Westermarck__Edward-59386_TheHistoryof.txt-18,Westermarck Edward,
Westermarck__Edward-59386_TheHistoryof.txt-14,Westermarck Edward,
Westermarck__Edward-59386_TheHistoryof.txt-3,Westermarck Edward,
Paris__John_Ayrton-47499_PhilosophyinSport.txt-12,Paris John Ayrton,
Paris__John_Ayrton-45394_TheLifeof.txt-8,Paris John Ayrton,
Lydekker__Richard-58879_Hertfordshire.txt-9,Lydekker Richard,
Lydekker__Richard-58879_Hertfordshire.txt-15,Lydekker Richard,
Lydekker__Richard-58879_Hertfordshire.txt-2,Lydekker Richard,
Lydekker__Richard-58879_Hertfordshire.txt-17,Lydekker Richard,
Lydekker__Richard-58879_Hertfordshire.txt-18,Lydekker Richard,
Fagan__James_O___James_Octavius___1859_-63374_Confessionsofa.txt-16,Fagan James O  James Octavius  1859 ,
Fagan__James_O___James_Octavius___1859_-63374_Confessionsofa.txt-18,Fagan James O  James Octavius  1859 ,
Fagan__James_O___James_Octavius___1859_-63374_Confessionsofa.txt-15,Fagan James O  James Octavius  1859 ,
Fagan__James_O___James_Octavius___1859_-63374_Confessionsofa.txt-19,Fagan James O  James Octavius  1859 ,
Fagan__James_O___James_Octavius___1859_-63374_Confessionsofa.txt-9,Fagan James O  James Octavius  1859 ,
Collingwood__Herbert_W___Herbert_Winslow_-61918_AdventuresinSilence.txt-10,Collingwood Herbert W  Herbert Winslow ,
Hutchinson__H__N___Henry_Neville_-43826_TheStoryof.txt-4,Hutchinson H N  Henry Neville ,
Hutchinson__H__N___Henry_Neville_-43826_TheStoryof.txt-13,Hutchinson H N  Henry Neville ,
Hutchinson__H__N___Henry_Neville_-43826_TheStoryof.txt-12,Hutchinson H N  Henry Neville ,
Hutchinson__H__N___Henry_Neville_-43826_TheStoryof.txt-9,Hutchinson H N  Henry Neville ,
Hutchinson__H__N___Henry_Neville_-43826_TheStoryof.txt-2,Hutchinson H N  Henry Neville ,
Feis__Herbert-27519_TheSettlementof.txt-1,Feis Herbert,
Feis__Herbert-27519_TheSettlementof.txt-14,Feis Herbert,
Feis__Herbert-27519_TheSettlementof.txt-2,Feis Herbert,
Feis__Herbert-27519_TheSettlementof.txt-4,Feis Herbert,
Feis__Herbert-27519_TheSettlementof.txt-11,Feis Herbert,
Ross__Andrew-41958_TheMicroscope.txt-4,Ross Andrew,
Ross__Andrew-41958_TheMicroscope.txt-7,Ross Andrew,
Ross__Andrew-41958_TheMicroscope.txt-0,Ross Andrew,
Ross__Andrew-41958_TheMicroscope.txt-9,Ross Andrew,
Elsynge__Henry__1606__1656-63567_ARemonstranceof.txt-8,Elsynge Henry 1606 1656,
Elsynge__Henry__1606__1656-63567_ARemonstranceof.txt-4,Elsynge Henry 1606 1656,
Elsynge__Henry__1606__1656-63567_ARemonstranceof.txt-1,Elsynge Henry 1606 1656,
Elsynge__Henry__1606__1656-63567_ARemonstranceof.txt-7,Elsynge Henry 1606 1656,
Elsynge__Henry__1606__1656-63567_ARemonstranceof.txt-2,Elsynge Henry 1606 1656,
Hale__Edward_Everett-8904_HowtoDo.txt-4,Hale Edward Everett,
Hale__Edward_Everett-8904_HowtoDo.txt-14,Hale Edward Everett,
Hale__Edward_Everett-8904_HowtoDo.txt-2,Hale Edward Everett,
Babbage__Charles-57532_Passagesfromthe.txt-3,Babbage Charles,
Babbage__Charles-57532_Passagesfromthe.txt-16,Babbage Charles,
Babbage__Charles-57532_Passagesfromthe.txt-14,Babbage Charles,
Babbage__Charles-57532_Passagesfromthe.txt-4,Babbage Charles,
Babbage__Charles-4238_OntheEconomy.txt-3,Babbage Charles,
Thompson__Holland-2900_TheAgeof.txt-4,Thompson Holland,
Thompson__Holland-2900_TheAgeof.txt-10,Thompson Holland,
Thompson__Holland-2900_TheAgeof.txt-18,Thompson Holland,
Thompson__Holland-2900_TheAgeof.txt-7,Thompson Holland,
Thompson__Holland-2900_TheAgeof.txt-13,Thompson Holland,
Strong__D__M___Dawsonne_Melanchthon_-48028_TheMetaphysicof.txt-10,Strong D M  Dawsonne Melanchthon ,
Strong__D__M___Dawsonne_Melanchthon_-48028_TheMetaphysicof.txt-9,Strong D M  Dawsonne Melanchthon ,
Strong__D__M___Dawsonne_Melanchthon_-48028_TheMetaphysicof.txt-0,Strong D M  Dawsonne Melanchthon ,
Strong__D__M___Dawsonne_Melanchthon_-48028_TheMetaphysicof.txt-7,Strong D M  Dawsonne Melanchthon ,
Strong__D__M___Dawsonne_Melanchthon_-48028_TheMetaphysicof.txt-16,Strong D M  Dawsonne Melanchthon ,
Johnson__Allen-22461_UnionandDemocracy.txt-3,Johnson Allen,
Johnson__Allen-22461_UnionandDemocracy.txt-19,Johnson Allen,
Johnson__Allen-22461_UnionandDemocracy.txt-4,Johnson Allen,
Johnson__Allen-22461_UnionandDemocracy.txt-13,Johnson Allen,
Johnson__Allen-22461_UnionandDemocracy.txt-11,Johnson Allen,
Mayer__Brantz-49538_MexicoAztecSpanish.txt-16,Mayer Brantz,
Mayer__Brantz-49538_MexicoAztecSpanish.txt-14,Mayer Brantz,
Mayer__Brantz-49538_MexicoAztecSpanish.txt-4,Mayer Brantz,
Mayer__Brantz-49538_MexicoAztecSpanish.txt-6,Mayer Brantz,
Mayer__Brantz-49538_MexicoAztecSpanish.txt-9,Mayer Brantz,
Snow__Alpheus_Henry-16873_ColonyorFreeState.txt-5,Snow Alpheus Henry,
Snow__Alpheus_Henry-16873_ColonyorFreeState.txt-2,Snow Alpheus Henry,
Snow__Alpheus_Henry-16873_ColonyorFreeState.txt-7,Snow Alpheus Henry,
Snow__Alpheus_Henry-16873_ColonyorFreeState.txt-4,Snow Alpheus Henry,
Hall__Winfield_Scott__1861_-24708_TheBiologyPhysiology.txt-0,Hall Winfield Scott 1861 ,
Hall__Winfield_Scott__1861_-24708_TheBiologyPhysiology.txt-10,Hall Winfield Scott 1861 ,
Hall__Winfield_Scott__1861_-24708_TheBiologyPhysiology.txt-9,Hall Winfield Scott 1861 ,
Hall__Winfield_Scott__1861_-24708_TheBiologyPhysiology.txt-11,Hall Winfield Scott 1861 ,
Robertson__Frederick_William-16645_SermonsPreachedat.txt-2,Robertson Frederick William,
Robertson__Frederick_William-16645_SermonsPreachedat.txt-9,Robertson Frederick William,
Robertson__Frederick_William-16645_SermonsPreachedat.txt-16,Robertson Frederick William,
Robertson__Frederick_William-16645_SermonsPreachedat.txt-18,Robertson Frederick William,
Robertson__Frederick_William-16645_SermonsPreachedat.txt-3,Robertson Frederick William,
Elwin__Edward_Fenton-27886_Indiaandthe.txt-8,Elwin Edward Fenton,
Elwin__Edward_Fenton-27886_Indiaandthe.txt-0,Elwin Edward Fenton,
Elwin__Edward_Fenton-27886_Indiaandthe.txt-11,Elwin Edward Fenton,
Elwin__Edward_Fenton-27886_Indiaandthe.txt-2,Elwin Edward Fenton,
Moore__Aubertine_Woodward-18284_ForEveryMusic.txt-5,Moore Aubertine Woodward,
Moore__Aubertine_Woodward-18284_ForEveryMusic.txt-13,Moore Aubertine Woodward,
Moore__Aubertine_Woodward-18284_ForEveryMusic.txt-1,Moore Aubertine Woodward,
Moore__Aubertine_Woodward-18284_ForEveryMusic.txt-15,Moore Aubertine Woodward,
Moore__Aubertine_Woodward-18284_ForEveryMusic.txt-0,Moore Aubertine Woodward,
Nevinson__Henry_Woodd-70969_TheDardanellescampaign.txt-6,Nevinson Henry Woodd,
Nevinson__Henry_Woodd-70969_TheDardanellescampaign.txt-13,Nevinson Henry Woodd,
